"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2008-Q2","T2-2008",5.59443,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2008-Q1","T1-2008",5.333815,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2008-Q4","T4-2008",6.585555,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2008-Q3","T3-2008",5.917675,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2009","2009",8.294423,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2009-Q1","T1-2009",7.480063,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2009-Q2","T2-2009",8.761231,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2009-Q4","T4-2009",7.726675,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2009-Q3","T3-2009",9.243721,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2010","2010",11.316752,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2010-Q2","T2-2010",10.986078,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2010-Q1","T1-2010",11.727505,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2010-Q4","T4-2010",13.586381,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2010-Q3","T3-2010",8.863191,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2011","2011",11.00174,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2011-Q1","T1-2011",10.741405,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2011-Q2","T2-2011",9.400688,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2011-Q4","T4-2011",15.336795,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2011-Q3","T3-2011",8.485396,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2012","2012",14.764002,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2012-Q2","T2-2012",13.609697,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2012-Q1","T1-2012",15.365908,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2012-Q4","T4-2012",17.70279,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2012-Q3","T3-2012",12.412841,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2013","2013",16.608108,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2013-Q1","T1-2013",17.148074,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2013-Q2","T2-2013",16.558688,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2013-Q4","T4-2013",17.025611,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2013-Q3","T3-2013",15.684481,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2014","2014",17.042149,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2014-Q2","T2-2014",16.652693,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2014-Q1","T1-2014",19.761748,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2014-Q4","T4-2014",17.394704,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2014-Q3","T3-2014",14.406753,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2015","2015",15.692784,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2015-Q1","T1-2015",16.940479,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2015-Q2","T2-2015",14.585136,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2015-Q4","T4-2015",14.475836,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2015-Q3","T3-2015",16.712768,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2016","2016",13.248685,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2016-Q2","T2-2016",13.151346,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2016-Q1","T1-2016",13.239617,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2016-Q4","T4-2016",14.929183,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2016-Q3","T3-2016",11.684463,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2017","2017",12.868953,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2017-Q1","T1-2017",14.303023,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2017-Q2","T2-2017",11.291164,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2017-Q4","T4-2017",14.361066,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2017-Q3","T3-2017",11.508079,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2018","2018",11.336484,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2018-Q2","T2-2018",10.253915,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2018-Q1","T1-2018",11.067785,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2018-Q4","T4-2018",12.759239,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2018-Q3","T3-2018",11.238512,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2019","2019",10.700695,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2019-Q1","T1-2019",10.594229,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2019-Q2","T2-2019",9.164419,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2019-Q4","T4-2019",12.837208,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2019-Q3","T3-2019",10.133732,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2020","2020",12.158266,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2020-Q2","T2-2020",10.729872,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2020-Q1","T1-2020",10.31144,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2020-Q3","T3-2020",14.412719,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-29","15-29 anni","2020-Q4","T4-2020",13.104616,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2004","2004",11.27909,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2004-Q2","T2-2004",12.186426,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2004-Q1","T1-2004",9.486859,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2004-Q4","T4-2004",13.598783,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2004-Q3","T3-2004",9.880886,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2005","2005",11.083564,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2005-Q1","T1-2005",11.563027,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2005-Q2","T2-2005",9.704085,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2005-Q4","T4-2005",12.827858,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2005-Q3","T3-2005",10.255007,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2006","2006",9.962146,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2006-Q2","T2-2006",9.073852,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2006-Q1","T1-2006",11.256142,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2006-Q4","T4-2006",9.413002,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2006-Q3","T3-2006",10.014165,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2007","2007",8.739647,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2007-Q1","T1-2007",9.854473,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2007-Q2","T2-2007",8.011444,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2007-Q4","T4-2007",8.575997,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2007-Q3","T3-2007",8.524413,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2008","2008",9.278231,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2008-Q2","T2-2008",9.890662,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2008-Q1","T1-2008",10.544612,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2008-Q4","T4-2008",8.695987,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2008-Q3","T3-2008",7.959386,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2009","2009",12.53362,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2009-Q1","T1-2009",10.641841,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2009-Q2","T2-2009",11.898422,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2009-Q4","T4-2009",13.996941,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2009-Q3","T3-2009",13.626514,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2010","2010",15.250446,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2010-Q2","T2-2010",14.955213,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2010-Q1","T1-2010",15.966412,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2010-Q4","T4-2010",16.351445,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2010-Q3","T3-2010",13.735451,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2011","2011",14.639144,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2011-Q1","T1-2011",14.393696,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2011-Q2","T2-2011",12.620431,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2011-Q4","T4-2011",17.691837,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2011-Q3","T3-2011",13.71549,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2012","2012",17.014531,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2012-Q2","T2-2012",14.694406,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2012-Q1","T1-2012",18.433353,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2012-Q4","T4-2012",18.42933,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2012-Q3","T3-2012",16.532893,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2013","2013",21.876667,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2013-Q1","T1-2013",21.787933,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2013-Q2","T2-2013",17.217173,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2013-Q4","T4-2013",26.451864,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2013-Q3","T3-2013",21.958068,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2014","2014",23.494805,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2014-Q2","T2-2014",21.027517,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2014-Q1","T1-2014",26.393496,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2014-Q4","T4-2014",24.31144,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2014-Q3","T3-2014",22.140066,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2015","2015",23.112127,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2015-Q1","T1-2015",26.175232,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2015-Q2","T2-2015",23.186577,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2015-Q4","T4-2015",22.491875,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2015-Q3","T3-2015",20.521445,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2016","2016",19.513365,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2016-Q2","T2-2016",17.820715,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2016-Q1","T1-2016",21.812971,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2016-Q4","T4-2016",19.650585,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2016-Q3","T3-2016",18.923033,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2017","2017",18.110385,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2017-Q1","T1-2017",20.727683,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2017-Q2","T2-2017",16.517638,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2017-Q4","T4-2017",17.913831,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2017-Q3","T3-2017",17.331474,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2018","2018",15.909313,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2018-Q2","T2-2018",14.275966,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2018-Q1","T1-2018",19.58617,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2018-Q4","T4-2018",18.040644,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2018-Q3","T3-2018",11.596797,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2019","2019",14.341472,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2019-Q1","T1-2019",13.659894,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2019-Q2","T2-2019",14.869302,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2019-Q4","T4-2019",16.339299,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2019-Q3","T3-2019",12.323396,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2020","2020",16.325131,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2020-Q2","T2-2020",13.851809,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2020-Q1","T1-2020",16.126334,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2020-Q3","T3-2020",16.166963,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y15-29","15-29 anni","2020-Q4","T4-2020",18.93962,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2004","2004",8.251251,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2004-Q2","T2-2004",8.859041,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2004-Q1","T1-2004",7.55563,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2004-Q4","T4-2004",9.444764,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2004-Q3","T3-2004",7.181766,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2005","2005",8.241419,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2005-Q1","T1-2005",8.570204,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2005-Q2","T2-2005",6.815591,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2005-Q4","T4-2005",9.850947,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2005-Q3","T3-2005",7.786915,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2006","2006",7.686551,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2006-Q2","T2-2006",6.753748,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2006-Q1","T1-2006",8.564918,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2006-Q4","T4-2006",7.574753,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2006-Q3","T3-2006",7.830438,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2007","2007",6.49722,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2007-Q1","T1-2007",7.120387,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2007-Q2","T2-2007",5.761363,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2007-Q4","T4-2007",7.10856,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2007-Q3","T3-2007",6.008056,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2008","2008",7.368439,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2008-Q2","T2-2008",7.507686,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2008-Q1","T1-2008",7.63609,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2008-Q4","T4-2008",7.506804,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2008-Q3","T3-2008",6.825091,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2009","2009",10.180011,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2009-Q1","T1-2009",8.853867,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2009-Q2","T2-2009",10.174735,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2009-Q4","T4-2009",10.527109,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2009-Q3","T3-2009",11.205889,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2010","2010",13.070772,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2010-Q2","T2-2010",12.739002,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2010-Q1","T1-2010",13.57179,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2010-Q4","T4-2010",14.828315,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2010-Q3","T3-2010",11.094478,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2011","2011",12.649291,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2011-Q1","T1-2011",12.415372,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2011-Q2","T2-2011",10.865842,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2011-Q4","T4-2011",16.411177,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2011-Q3","T3-2011",10.797449,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2012","2012",15.760293,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2012-Q2","T2-2012",14.101001,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2012-Q1","T1-2012",16.736723,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2012-Q4","T4-2012",18.019249,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2012-Q3","T3-2012",14.205658,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2013","2013",18.984454,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2013-Q1","T1-2013",19.263038,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2013-Q2","T2-2013",16.851146,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2013-Q4","T4-2013",21.343163,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2013-Q3","T3-2013",18.483589,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2014","2014",19.945216,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2014-Q2","T2-2014",18.628944,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2014-Q1","T1-2014",22.769961,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2014-Q4","T4-2014",20.536265,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2014-Q3","T3-2014",17.809039,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2015","2015",18.992306,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2015-Q1","T1-2015",21.155329,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2015-Q2","T2-2015",18.414493,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2015-Q4","T4-2015",18.077478,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y15-29","15-29 anni","2015-Q3","T3-2015",18.34489,,
